b_no	r_no	agegroup	name	birth	seat
34199	49230	1	Sam MiMyeong	2013-12-12	A03
34200	7229	1	Kuk HongSon	2015-03-22	E01
34201	22757	1	Ok JinMi	1996-02-22	B04
34202	47416	1	Kok NamgungYeo	1954-06-09	A01
34203	24671	1	Mae TaeTan	1982-10-29	A08
34204	49649	1	Sagong JoKi	1956-09-06	D01
34205	31710	1	Jwa TaeBong	1990-10-10	D02
34206	43090	1	Ju ManPi	1999-08-21	A10
34207	10318	2	Myeong RoSeop	2020-03-27	C09
34208	43370	1	Ryeo YongTu	1964-12-16	D06
34209	31546	1	So EunTae	2016-06-18	D02
34210	31541	1	Jo JunRu	2012-07-14	E07
34211	37869	1	Yun SeopHyeon	1979-09-10	B05
34212	21134	1	Ryeo PoSo	1976-06-19	B06
34213	32901	1	Ae MokTang	2006-11-30	D01
34214	37709	1	So WanKangjŏn	2001-01-10	B06
34215	31294	1	Ban HwaJa	1970-09-04	B10
34216	7324	1	Chae OkSin	2000-09-13	A04
34217	958	1	Sobong GwonMin	1950-08-23	B04
34218	30935	1	Tae KoSin	1957-09-26	A06
34219	16426	1	Seop JeupKim	1961-03-29	E05
34220	36900	2	Ryuk MukWang	2021-03-22	A03
34221	42916	1	Rang BanBeom	1967-01-30	A03
34222	5859	1	Jin HamNan	1984-07-21	D07
34223	25755	1	Hu TaeKim	2016-02-18	D10
34224	15425	1	Sim JeKung	2005-01-30	B04
34225	17517	1	Sa SeopTongbang	2006-03-23	E08
34226	6800	2	Seong JeupHu	2017-05-15	D02
34227	46440	1	Gyeong BingBan	2000-10-31	C04
34228	16467	1	Yuk SeonuYuk	2012-02-29	D05
34229	11793	1	Gyeon KyoBo	1967-01-15	C10
34230	22919	1	Ta RyeoSeok	1998-02-27	A02
34231	11254	1	San YaSeo	2012-01-25	D02
34232	43100	1	Jang HoRu	1969-03-08	C02
34233	49174	1	Gwon ChongWan	2011-09-16	B07
34234	3200	1	Sim JeomAe	1955-06-05	C01
34235	9656	1	Yang SobongJi	1993-04-29	B06
34236	16916	1	Chong SonMin	1996-04-06	E08
34237	11918	1	Tam HwangboTae	2005-11-23	D02
34238	30602	1	Tok RimHwangbo	2011-12-03	A02
34239	12352	1	Ryu NangSun	2010-04-07	A03
34240	31571	1	Ma PanDeungjeong	1994-03-20	D10
34241	28762	1	Geum JunRyeom	1953-05-29	B01
34242	7137	3	Pyeon RimDeungjeong	2022-07-19	D09
34243	48792	1	Geun YukKangjŏn	1990-02-09	A04
34244	36311	1	Bang SeomunAn	2004-12-10	C05
34245	38603	1	Myo NoHeung	2008-12-19	A10
34246	49350	1	Ri NoNoe	1991-10-30	B08
34247	19684	1	Jin SanMan	1965-12-11	B02
34248	36849	1	Jeup SongJang	2006-12-14	A07
34249	11375	1	Seomun TongMyeong	1960-04-19	A07
34250	31401	1	Bi MaeTa	2003-08-09	C04
34251	41431	1	Eo HongJeo	2013-10-03	B09
34252	6648	2	Eum JoKam	2018-07-31	B07
34253	30457	1	Seo GwonTongbang	2003-09-22	E01
34254	12800	2	Heung RoeHwa	2021-04-01	E01
34255	28646	2	Beom BaeMubon	2020-05-13	D02
34256	46493	1	Hwa PungEogeum	1997-01-24	A01
34257	41072	1	Heung JeongHa	1998-10-15	A10
34258	19412	1	Namgung HwangSang	2004-03-26	A03
34259	26858	1	Ta SeonJun	1989-02-28	A07
34260	22007	1	Pil RyukSeol	1968-11-14	A09
34261	22462	1	Kye BaeJi	2005-12-23	E08
34262	35687	1	Yeo KalHwang	1981-11-10	C07
34263	33777	1	Rim JeupGeum	1978-11-24	A08
34264	21593	1	Ji RoeJanggok	1963-05-18	A08
34265	4067	1	Hu SimKwan	1991-08-28	D04
34266	33662	1	Hwangbo BeomYeom	1951-10-20	C03
34267	15254	1	Rim RyeomPil	2009-01-26	C03
34268	33656	1	Kok SongNang	1962-10-19	B08
34269	4866	1	Mun ManGyeon	1950-12-12	E08
34270	45859	1	Jong HaBaek	1950-07-11	D04
34271	13887	1	To HongDeungjeong	1978-06-23	D04
34272	30737	1	Im SoHyeon	2012-04-06	D01
34273	5109	1	Seol RuHong	2002-07-31	A09
34274	28764	1	Sa EunYong	1989-05-09	C07
34275	18336	1	Tongbang SeonPung	1961-02-26	A10
34276	34731	1	Ryang RyeomJi	1983-05-26	C04
34277	13845	3	Kuk KungPan	2022-08-11	A03
34278	10033	1	Maeng HyeongTo	1982-09-12	D09
34279	21808	1	Chu YongBeom	1973-09-28	D01
34280	34121	1	O KyoOk	2004-07-16	C04
34281	33176	1	Je RuKil	2013-09-06	B10
34282	33272	1	Chae HanPaeng	1981-07-18	D04
34283	14884	1	Yu OnRi	1991-10-05	D10
34284	18602	1	Bok MuHak	1973-10-04	C04
34285	36338	1	Jang NangJu	1961-06-24	A04
34286	47089	1	Gwon HamKal	2006-01-21	C07
34287	30325	1	Kae EumKi	1964-04-13	A10
34288	24540	1	Seonu SeonJa	1956-03-15	C07
34289	32551	1	Jeong MoMu	1980-06-03	D06
34290	31821	1	Wang PanTongbang	1975-02-04	D10
34291	16128	1	Kye MaSan	2003-10-06	C08
34292	32294	1	Seomun SunAn	2010-03-25	D05
34293	48039	1	Kim EomCha	2002-11-12	A06
34294	4692	1	Noe HeoHwangmok	1960-08-03	E06
34295	8059	1	Paeng OngMi	1974-02-21	A06
34296	30191	2	Bi JeongPil	2021-03-23	E02
34297	37027	1	Ryeom JeoPaeng	1987-04-27	D02
34298	752	3	Bang JaGeum	2022-07-15	B03
34299	49488	1	Ru KyeTan	1963-09-15	E05
34300	41661	1	Paeng EunWi	1958-07-28	E08
34301	20665	1	Tang RoeMae	2005-04-09	A04
34302	39891	1	Muk TaeHeo	1979-07-16	A09
34303	31240	1	Tam YukTok	1991-12-18	A09
34304	11258	1	Yeo NuKu	2004-08-21	C04
34305	39971	1	Han RiHam	1967-01-25	C03
34306	21244	1	Wi SinYo	2004-10-06	E07
34307	32077	1	Ru HeoSeo	1986-11-22	E06
34308	11190	1	In SiGwon	1971-07-29	C09
34309	32721	1	Ju MokTongbang	1976-11-04	E09
34310	8035	1	Jeung MoKung	1984-09-19	C01
34311	25341	1	Seop KilByeon	2010-11-15	B03
34312	21692	1	Hyeong SuSo	2002-05-15	B06
34313	8195	1	Seo NoTon	1991-09-20	A09
34314	12613	1	Bak BeonChong	1987-07-24	D05
34315	19262	1	Hong MubonO	2000-07-26	B01
34316	24415	1	Mun BaekMaeng	1958-02-22	E08
34317	3570	1	Mi SeungMo	1959-09-06	C05
34318	14329	1	Eom BuSa	1992-06-26	C06
34319	1029	1	Ton JanggokJeup	1977-10-02	E01
34320	8219	1	Ho KwakHan	1988-07-08	A08
34321	47621	1	Heo KokJi	1986-08-11	A08
34322	3886	1	Kang YangJanggok	1967-10-12	A10
34323	6094	1	Bang YuRyu	1972-12-19	C06
34324	2222	1	Min PiJwa	1967-10-10	C05
34325	3333	1	Nang MaengNu	1997-03-15	C02
34326	880	1	Jeong ImHak	1959-10-07	D09
34327	17697	1	Jwa SuMaeng	1976-02-25	A07
34328	24270	1	Sim TuCheon	1975-04-25	C06
34329	45807	1	Po NamHeung	1979-10-12	B06
34330	15909	1	Han MokTang	2012-05-04	C10
34331	19094	1	Pyeong MiMi	1986-05-09	E05
34332	22977	1	Kam JangEom	2002-05-15	C07
34333	28236	1	Bak TangRang	1992-05-03	B06
34334	21797	1	Yu JeoNae	2006-10-06	A03
34335	21930	1	Ton BongIm	1956-01-26	C09
34336	11330	1	Seop JeoTan	1978-12-03	E01
34337	19532	2	Ryeo YeoSim	2020-01-03	E06
34338	28926	1	Eun EomTo	2005-01-25	A09
34339	26705	1	Un ToSip	2002-09-08	C02
34340	34519	1	Jeom HeungTokko	1955-12-17	E10
34341	42710	1	Ryeom ChaTon	1983-04-23	B05
34342	35420	1	Hwangbo OngYong	1973-03-10	E01
34343	2146	1	Si InKal	1970-04-10	D03
34344	25796	1	Mi HyeongChun	1969-11-20	B08
34345	372	1	Bin JegalEo	1956-09-11	E08
34346	10766	1	Cheon WonJegal	1958-01-15	E02
34347	1454	1	Ryu JanggokHae	1980-04-04	B07
34348	47058	1	Baek BongGeum	1990-03-02	E06
34349	6862	1	Bak EumMuk	2010-07-16	A08
34350	4980	1	Myo SonKae	2002-09-01	C03
34351	48021	1	Noe TaeNae	2014-03-15	D03
34352	38934	1	Geum ImMi	2002-02-03	B08
34353	47408	1	Kok RuSeop	1953-10-02	E08
34354	24246	1	Sin YongKwan	1999-05-19	A07
34355	1168	1	Mangjeol KwaeUn	1968-04-20	E01
34356	44331	1	Su ByeonRyeom	1953-03-20	B08
34357	17525	1	Yeon SonKwan	1979-04-14	B02
34358	46611	1	Mi ChongSang	1997-10-03	A07
34359	3426	1	Ku PanKun	1971-01-27	A01
34360	13860	1	Mun NangGyeong	1969-05-17	E03
34361	48654	1	Po BingUn	1988-06-13	E06
34362	490	1	Tok SeungHeo	1984-10-01	B08
34363	20468	1	Pung ABi	1969-02-23	E01
34364	34305	1	Tae RyeomOk	2011-06-30	C06
34365	31906	3	Seon MaeSeomun	2022-05-13	D03
34366	37947	1	Bing SeopPung	1986-12-23	D07
34367	21989	1	Gyeong JegalNamgung	1972-06-11	D10
34368	18074	1	Ok NaeJegal	1952-03-10	D05
34369	26837	1	Seop DeungYa	1984-05-17	A06
34370	20270	1	Kun AnBang	2004-12-14	C02
34371	19054	1	Myo GyeonDeungjeong	1953-08-13	B01
34372	21227	2	Kam YeongTokko	2020-08-16	B04
34373	24507	1	Muk RangSobong	1992-07-10	E08
34374	47260	1	Yu RyeomSeop	2008-06-10	B10
34375	16220	1	A JoHae	1983-04-20	B07
34376	12346	3	Ya JwaHyeong	2022-01-30	D06
34377	11554	1	I BuBan	1969-11-02	B09
34378	14591	1	Bu JaWi	1983-03-18	C09
34379	18847	1	Pung KaWan	1958-07-06	C08
34380	28700	1	Ho JegalMyeong	1991-07-05	B07
34381	23527	1	Po PyoCheon	1978-07-18	C09
34382	31694	1	Tak OngHyeong	1982-10-28	D06
34383	32390	1	To JangKae	1984-03-16	A09
34384	7126	1	Ji BaekOk	1960-03-19	B06
34385	28313	1	Han PilU	1978-02-26	A09
34386	13217	1	Chu AnTokko	2008-05-24	B07
34387	42113	3	Ryeom RuKwan	2023-02-02	C03
34388	26830	1	Su SiTo	1999-03-22	C02
34389	5759	2	Yeom SonNoe	2021-01-16	D10
34390	46615	1	Jeo WiSa	1982-01-20	C02
34391	30781	1	Ya BongCheon	2002-06-13	C08
34392	15504	3	Tan RoMo	2023-03-18	D07
34393	404	1	Geun SamMa	1983-11-22	D05
34394	8171	2	Tae OnHwangbo	2018-09-14	B07
34395	40319	1	Beon MoChun	2002-05-01	C07
34396	5775	1	Jang RyuJa	1963-11-27	B10
34397	29996	1	Sagong YeongTo	2001-02-20	B03
34398	460	1	Muk YeomSeon	1967-04-05	D06
34399	39108	1	Jo MunMok	1986-07-07	A01
34400	42655	1	Heo RaHeung	1960-12-30	E03
34401	17511	2	Ru SamNoe	2020-08-11	C09
34402	43747	1	Yuk BeonJe	2004-05-25	C05
34403	34792	1	Gyeon WangSu	1973-01-23	D03
34404	44816	1	Tokko GyeongUn	1995-10-21	D08
34405	8231	1	Bo RyuTon	1967-11-10	C04
34406	41765	1	Pung HakSan	2012-05-26	E09
34407	17249	1	Jo HongAe	1967-01-05	B08
34408	23694	1	Tae HwangmokSin	2007-04-15	A07
34409	38163	1	Hwa TokkoKong	1954-01-30	D05
34410	19836	1	Ri YukOng	1973-04-14	A05
34411	23111	1	Byeon TongbangMan	1959-02-21	D03
34412	43005	1	Kun TaSip	1957-10-13	E08
34413	18688	1	Kye SeonSa	1974-05-26	D07
34414	44505	1	Jun GeunJeong	1987-11-05	C06
34415	12536	1	Pung GyeongMae	2010-07-31	B01
34416	40128	1	Nang WonJong	1953-11-22	C03
34417	13449	1	Myo YukTokko	2004-05-05	E03
34418	45657	1	Bok JeungChang	2009-03-04	C07
34419	27018	1	Byeon ByeonJeung	1986-05-02	E01
34420	34552	1	Kangjŏn BiTa	1958-06-27	C01
34421	19873	1	Yeon ChaKwae	1959-08-05	C02
34422	9455	1	Myo RaHwangmok	1984-03-14	A02
34423	34788	1	Deung HamYong	1992-12-29	A01
34424	6728	1	Nam KunMa	2000-08-09	B06
34425	27438	1	Kong MuJeup	2016-09-07	E08
34426	37386	1	Won TangNoe	1978-05-29	D06
34427	13450	1	Son ChaeNa	2003-11-23	C07
34428	45290	1	Yo OHa	1988-08-12	E03
34429	31498	1	Jin OngMangjeol	1956-11-03	A03
34430	19379	1	Mu HakChu	1979-07-15	A07
34431	6076	1	Tu KokOk	2002-02-19	E09
34432	15552	1	Won RyeomBang	1985-05-13	D05
34433	5437	2	Muk UCha	2020-01-30	A02
34434	31158	3	A TakNu	2021-09-25	A02
34435	973	1	Sobong HuJwa	1956-12-09	E01
34436	38013	1	Kwae MinAe	2008-11-23	B07
34437	18429	1	Cha GeumWan	1954-06-20	A03
34438	28300	2	Muk SeoKwae	2019-05-05	A10
34439	47640	1	Jeup JegalKi	1968-10-24	C08
34440	22424	1	Hwan WonHa	2006-08-03	D10
34441	36058	1	Song HamKung	2009-03-19	E01
34442	29444	1	Sobong TamSeonu	1959-02-19	C08
34443	47667	1	Yang RanPung	1999-07-01	B08
34444	5975	1	Heo JeongBu	2004-08-08	E10
34445	1878	3	Je SuEun	2021-09-05	D03
34446	14959	1	Sa HamHan	1977-07-22	D01
34447	11084	2	Ko SamTok	2018-02-22	D04
34448	48208	1	Tang KongKong	1960-02-26	D05
34449	2623	1	Mae HamHwa	1964-06-22	E03
34450	46041	1	Kye JeO	1962-10-10	C06
34451	47412	1	Tae ChaU	1964-06-12	A05
34452	11626	1	O MokRoe	1968-07-05	C09
34453	18223	1	Su KukIn	1953-07-02	C10
34454	34538	3	Eogeum KyeSo	2022-04-25	C05
34455	30166	1	Son TaeJin	1980-04-06	D03
34456	865	1	Si JinJin	2009-06-24	B06
34457	30220	1	No ChoSang	2005-03-02	E02
34458	35184	1	Kok EoAe	1957-08-16	B08
34459	37518	1	Ji YeomNamgung	2006-01-15	A04
34460	40212	1	Sin PyeonWan	2010-07-18	D04
34461	17862	1	Jang ChoeRa	1988-03-16	E04
34462	44585	1	Ha IMyo	1985-11-22	A05
34463	18721	1	Gyeong EogeumYu	1976-11-21	C09
34464	19574	1	Hu DeungjeongBang	1978-02-27	B04
34465	43605	1	Bong DeungYong	2015-04-13	C03
34466	37736	1	Kan KamChong	2006-06-11	C04
34467	42670	1	Bong PiHo	2014-10-01	A06
34468	28119	1	Hyeon YoCha	1982-01-24	C07
34469	15665	1	Seonu InSun	2000-09-20	D02
34470	21345	1	Hu MiTon	2006-08-09	B05
34471	33552	2	Nam EoSip	2019-06-01	C07
34472	43974	1	Kye JunJegal	1989-11-29	A05
34473	30251	2	Tong JangNo	2020-06-22	D02
34474	43054	1	Geum YeRyeom	1951-10-06	C10
34475	36636	1	Gyeong GyeongTan	1954-03-25	C03
34476	3407	1	Kal ChongIm	1972-04-10	A10
34477	10801	1	Seomun PanSun	1991-12-23	E06
34478	26997	1	Tae BeomWon	1981-01-25	C06
34479	39271	1	Na GwonSeomun	1979-04-27	E09
34480	1637	1	Mubon TongTok	2007-11-30	C01
34481	47921	1	Rang GeumKo	1957-06-12	D05
34482	15573	1	Ja BanCha	1968-08-26	E10
34483	18380	1	U ITam	1962-04-18	E09
34484	18124	1	Ya RimKil	1975-05-04	E01
34485	11866	1	Bang KamCho	2013-09-03	B07
34486	40974	1	Jeon TangSobong	1979-11-14	C02
34487	40788	1	Seol EogeumO	1952-10-30	E03
34488	11079	1	Si SongChong	1971-08-17	E05
34489	12817	1	Pyo KunHan	1970-08-26	A05
34490	37506	1	Je TaeRo	1999-06-15	A03
34491	13045	1	Bu JeongGwok	2015-12-18	D06
34492	27640	1	Je HwangYeong	1987-08-21	E06
34493	39477	1	Ryu AnRyuk	1957-08-02	D04
34494	18720	3	Cha SinJeong	2022-03-16	B02
34495	33086	1	Chang HyeongTak	1952-01-21	C09
34496	45007	1	Bi SeopRu	2010-04-23	E10
34497	36928	2	Eum DeungIn	2021-03-17	B10
34498	45111	1	Jegal KamNang	1979-12-15	D01
34499	31074	1	Mok HakPyeon	1963-10-01	C05
34500	48687	1	Yo YeChun	1963-07-12	A05
34501	21948	1	Wi SeoBae	1961-01-11	D03
34502	17053	1	Ran KangjŏnJeong	2004-03-11	D08
34503	4974	1	Pyeong PiNoe	2000-02-04	A02
34504	18258	1	Bang BuHwa	1953-04-04	A05
34505	34233	1	Song SongPung	1955-03-04	A08
34506	2210	1	Yeo SeonSa	1965-03-17	A04
34507	3747	1	Roe InO	1978-09-27	E08
34508	47326	1	Kae RyeoMuk	1958-04-11	E02
34509	34564	2	Mo KaSeung	2019-11-05	A07
34510	20995	1	Cho KaHam	1986-07-21	B08
34511	23187	2	Tongbang RyangKang	2019-08-26	D07
34512	21034	1	Pyeong RyukTa	2003-10-03	C10
34513	43061	1	Gyeon PyoSeo	1968-07-19	B10
34514	44739	1	Ban JegalEum	1952-01-06	E09
34515	928	1	Seung SeonuRang	1989-05-19	B10
34516	44540	1	Hwangbo HanKuk	1972-05-16	B01
34517	47236	3	An KanTam	2022-05-26	D04
34518	18575	2	Yun JangTongbang	2017-06-24	D08
34519	2561	1	Hae KunMyo	1962-05-20	B05
34520	40816	1	Eogeum HyeonIn	2012-01-17	E04
34521	21492	1	Jeup BeomRu	1984-10-01	A05
34522	23811	1	Man ChoeSun	1991-04-11	C02
34523	11489	1	Kae YeoIm	1968-01-05	E08
34524	45826	1	Yang YaMan	1991-12-31	D07
34525	20228	1	On SanEum	1967-09-13	D09
34526	23559	1	Un MiMun	2005-09-19	E01
34527	36764	1	Ko RyeoPung	2006-12-28	A02
34528	4821	1	Mun GeumPi	1994-08-31	E02
34529	30617	1	Hu GyeonBok	2002-03-23	C06
34530	25484	1	Na MuMi	1988-06-21	A08
34531	284	1	Ho HongEun	2015-04-22	E01
34532	19199	1	Han ByeonCha	1968-08-16	C08
34533	20418	1	Yu PungTang	1994-08-16	E03
34534	42254	1	Ka NoeMok	1960-01-20	B04
34535	44971	1	Jong MubonJun	1958-02-12	A07
34536	42604	1	Yang MubonRyeo	1963-04-29	D01
34537	21480	1	Mangjeol KangjŏnTu	1976-07-06	C06
34538	31863	1	Ro WangDeungjeong	1951-06-11	D09
34539	30080	1	Bin YuMun	1964-07-17	B09
34540	33902	1	Chun KaeKa	1991-12-21	B01
34541	25004	1	Jo JongJa	1971-01-24	C01
34542	19286	1	Ja RuRu	1973-06-26	C06
34543	46408	1	Jang KamYong	2011-07-01	B03
34544	28468	1	Je HwangmokBang	1981-05-17	A09
34545	33286	1	Cha HaBae	2008-03-25	B04
34546	40168	1	Seon TongKuk	1978-07-21	E02
34547	2298	1	Gwon ChaSi	1998-08-15	B02
34548	15124	1	Chong HakEo	2001-11-26	C01
34549	8068	1	Bok TongbangBu	1983-08-11	A06
34550	35082	2	Beon BaekSagong	2020-06-09	D01
34551	18984	1	Mun NuHo	1966-09-22	B09
34552	39721	1	Eom CheonRoe	2013-10-14	E01
34553	25933	1	Bo JoKal	1977-06-09	A03
34554	12136	1	Ra TokkoBu	1958-04-16	E10
34555	47918	3	Myeong YeopNa	2021-12-12	D08
34556	18640	1	Kwan KungKang	2008-05-12	D04
34557	12006	1	Hu ChaeHwan	1986-04-15	D03
34558	39510	1	Song KilTok	1984-11-02	B06
34559	5818	1	Ryeo KyoHu	1969-01-31	E07
34560	31940	1	Bae WonYu	1957-07-15	A02
34561	5598	1	Seop PaengMu	1999-07-03	C06
34562	35336	1	Si SeoMo	1995-02-28	D10
34563	37639	1	Sam ChoeYeong	1985-09-13	E02
34564	3266	1	Jang SimYeon	1988-12-24	E05
34565	39106	1	Ha SeoJeung	2002-09-04	D10
34566	46611	1	Mi JinHwan	1999-08-05	E05
34567	20132	1	Kim RangMaeng	1951-04-08	C01
34568	3757	1	Yeom BuTo	1955-05-02	B07
34569	26335	1	Kyo HeungHwangbo	1970-09-18	D03
34570	48977	1	Bing PyoBing	2008-01-21	B04
34571	2322	1	Nae HyeonBan	1989-10-02	B02
34572	16576	1	Sin GyeongSagong	1996-11-24	E03
34573	47868	3	Geum ChaePo	2021-06-28	A01
34574	20601	1	Mi JaBae	1974-08-06	C08
34575	42211	1	Sagong HamKam	1965-03-31	C07
34576	37985	1	Chae JaNang	2002-04-12	E02
34577	20499	1	No ToJeup	2010-10-23	E08
34578	37265	1	Ji MaeYa	2017-02-10	D09
34579	10235	1	Eun JunRim	1988-03-19	D02
34580	19776	1	Gyeong ChoeJeong	1993-06-07	D03
34581	20116	1	Pung MaBae	1955-08-22	D09
34582	2258	1	To WangSobong	2008-11-12	D06
34583	19073	1	Won HaeKi	1959-04-24	D03
34584	38738	1	Deungjeong AnMyo	2001-04-17	A09
34585	48387	1	Bu RyeoHan	1951-03-12	A08
34586	17742	1	Sa YukJi	1967-01-19	D06
34587	23867	1	Sam AnKung	1995-05-09	D05
34588	42274	1	Pyo YeongKwak	1956-01-26	E09
34589	5758	1	Su KyoWang	2010-05-06	D02
34590	22827	1	Ryeo PoKim	2014-11-02	E07
34591	1688	1	Hwang ToBing	2011-05-26	D03
34592	46666	1	Seon RoKwak	1998-08-27	E07
34593	222	1	Kam GwokSun	1991-08-24	A07
34594	9923	1	Ta KangjŏnBeon	1981-12-28	E02
34595	11176	1	Bang IOn	1985-04-21	B10
34596	29459	1	Bang WonJo	2000-08-07	A02
34597	10926	1	Noe TokRu	1974-05-10	A05
34598	38027	1	Na JeHak	1954-08-18	A01
34599	22799	1	Tae ByeonRyeom	1994-09-21	B01
34600	20911	3	Hwangmok MaeDeungjeong	2023-03-05	D03
34601	3330	1	Su SoSeo	1976-08-30	E09
34602	8656	1	Kae KamTak	1961-02-13	C10
34603	14593	1	Ok PiSeok	1991-12-15	D02
34604	14783	1	Cha HyeongMae	1958-06-26	A06
34605	31460	1	Ya WiMa	1989-03-07	B04
34606	33637	1	Ma SeopJu	1973-01-13	D02
34607	44488	1	Tang YukHu	2002-04-06	C02
34608	10000	1	Ae HuKang	2014-05-16	A09
34609	40971	1	Mok KiYun	1999-02-03	D09
34610	27090	1	Muk ChaHwan	1975-08-19	A01
34611	6940	1	Pung MaengBeon	2015-08-27	E07
34612	13669	1	Choe RangPan	1968-03-11	A10
34613	42959	1	Ye BaekNa	1952-02-01	A08
34614	1223	1	Kun BokMuk	1998-05-16	D01
34615	25752	1	Min BiKal	1974-05-30	C08
34616	1033	1	An HuIm	1956-09-18	B07
34617	39779	1	Tan KwaeAn	1984-08-09	D09
34618	22544	1	Pyeong YangSa	1950-12-15	B06
34619	16682	1	Seon SeolJeup	1972-12-07	C02
34620	32066	1	Pan ByeonEogeum	1954-11-24	C06
34621	5065	1	Na SoPyeon	1999-07-10	C07
34622	1467	1	Pan MaengJi	1982-07-13	A08
34623	8873	1	Janggok MyoWon	1952-02-17	B04
34624	17159	1	Tan NamgungMu	1975-09-24	A09
34625	35735	1	Sim HyeonSa	2002-04-25	B05
34626	20885	1	Bang HwangmokSa	1972-03-31	A03
34627	34888	1	Ryuk HakTu	1952-08-23	A05
34628	37607	1	Tongbang HeungRyang	1981-05-11	A08
34629	6256	1	Ae HwanMun	2008-07-17	E03
34630	25977	1	Nu SunWi	2006-08-18	B06
34631	38479	1	Rim TangKo	1958-06-21	C02
34632	37806	1	Kal SeomunBak	2000-05-25	A04
34633	41527	1	Mo BanKan	2002-08-22	C03
34634	12186	1	Byeon YeopSang	2000-06-12	E01
34635	5090	1	Pyeon SamSan	2016-01-03	C09
34636	16709	1	Si GyeonPil	1993-09-15	A01
34637	22382	1	Wan RuSa	2008-06-30	B06
34638	48928	1	Noe RanMubon	1979-11-08	D08
34639	46520	1	Kang NuKye	1986-01-22	B04
34640	47470	1	Gwon EogeumRang	1960-06-16	D10
34641	7010	1	Bo JeupTon	1988-10-14	D03
34642	41353	1	Son ChoHam	1980-05-24	D07
34643	8562	1	Rang DeungjeongYuk	2017-01-15	E03
34644	28153	1	Bak OnSeomun	2008-03-16	D07
34645	22992	1	Yeop TongbangYun	1950-01-30	D10
34646	44541	1	I TanRang	2015-11-01	D10
34647	49595	1	Bin SanKu	1988-06-04	B01
34648	22467	1	Chu JiJo	1980-10-02	E05
34649	13738	1	Deung MaengJi	2009-06-24	A02
34650	16148	1	Bin TaeKo	1993-08-26	B07
34651	22309	1	Ong OkPyeon	1983-04-28	D03
34652	23516	1	Seo NamSeol	1997-12-10	E01
34653	18686	1	Eo SeonWon	1956-10-03	D09
34654	33216	1	Sim SipTongbang	2012-05-31	C10
34655	48130	1	Paeng NamgungEom	1969-08-05	D09
34656	32784	1	Byeon PungMyeong	1961-03-03	C05
34657	32354	1	Gyeon RyuSeomun	1959-05-25	D09
34658	37419	1	Nang NuGwon	1963-06-21	A07
34659	38247	1	To MaengChang	1966-04-22	D02
34660	16852	1	Pyo RyukTong	1991-07-31	C06
34661	33860	1	Byeon SeokKwae	1983-05-10	E03
34662	16586	1	Pyeon BeomTo	1978-02-01	B07
34663	32544	1	Paeng YongKang	1966-10-23	C06
34664	19854	3	Yeom DeungJang	2022-06-14	C10
34665	37993	1	Pil JeungNam	1993-12-18	C02
34666	40777	1	Sobong RoeTa	1967-09-27	C06
34667	2229	1	Ju PilSa	1991-03-15	A10
34668	13627	1	An JeungBo	1999-05-10	E04
34669	38839	1	Chae DeungjeongYun	2000-05-31	D02
34670	12364	1	Song JaSa	1962-02-27	E04
34671	16338	1	Kae HaeYeop	1954-08-03	E08
34672	7929	1	Ho HoIm	2014-06-21	D05
34673	9559	1	Sa TuPyo	1968-04-18	E03
34674	48495	1	Seomun YunMun	1952-11-20	B01
34675	20366	1	Ryuk SeonuBan	1991-12-03	A07
34676	40567	1	Min NoeTa	1964-08-22	B09
34677	7307	3	Kwae RoeJang	2022-07-23	D01
34678	28382	1	Kun YuHeo	1980-05-08	A03
34679	30032	1	Ro JinUn	2004-03-17	B04
34680	43196	1	Ru HeoHwangbo	2002-12-11	B03
34681	45404	2	Yeong SuPung	2017-11-16	D04
34682	15481	1	Ma NangJi	1998-08-26	D08
34683	14801	1	Eogeum ByeonSeo	1963-10-09	A06
34684	2792	3	Kang SeokJeung	2022-10-06	C07
34685	40787	1	Tae SipMuk	1990-10-03	B06
34686	24898	1	Sim TaSang	1953-06-20	D02
34687	34918	1	Kuk MiSagong	1955-07-22	C01
34688	8139	1	Seok JuRang	1955-02-25	C08
34689	31761	1	Bu MokHwa	1979-02-05	A05
34690	43958	1	Mun KwakJu	1993-12-27	E03
34691	47063	1	Jeo EomTae	1962-04-01	E03
34692	47135	1	Kam MyoTak	2010-10-13	C01
34693	28774	1	Kae JuKam	1975-09-07	C08
34694	34508	1	Son HamGeum	1973-04-24	A01
34695	16798	1	Ha HakKal	1973-11-30	D02
34696	20513	1	Bi ChongMan	1975-08-22	C06
34697	101	1	On RyukBan	1988-11-03	A09
34698	36074	1	Gwon HamChang	2000-10-05	D10
34699	32665	1	Jegal YeonYo	1951-12-12	E10
34700	22374	1	Ta NuMa	1983-02-18	A03
34701	54	1	Jo SiKangjŏn	1963-02-23	D06
34702	16988	1	Heung TanSo	1983-07-15	A10
34703	25156	1	Sam OkNam	2006-08-19	A03
34704	19488	1	Yun TokOk	1990-10-28	B01
34705	19707	1	Jegal TaeWang	2010-05-06	E05
34706	32227	2	Ku SoJa	2020-01-23	B10
34707	22180	1	Son InHan	1990-07-23	D03
34708	23889	1	Bing JwaTu	1971-07-26	A10
34709	41970	1	Tan TokkoChong	1999-01-26	E04
34710	1836	1	Kwak JiKung	2008-08-16	D04
34711	29638	1	Jeung SeopTu	1989-06-13	C08
34712	8721	1	Ok KoNang	1996-04-24	A10
